2021 Next Generation MCAS Achievement Results ,,,,,,,,,,,,,,,,,
District Name,District Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP
Northbridge,02140000,MATH,         243,26,          15,2,         228,25,         468,51,         210,23,         921,98,     486.2,          30.9,         605
Northbridge,02140000,SCI,         109,41,          14,5,          95,36,         126,47,          32,12,         267,99,     496.0,,
Norton,02180000,ELA,         459,47,          51,5,         408,42,         401,41,         114,12,         974,86,     497.6,          37.8,         604
Norton,02180000,MATH,         322,33,          21,2,         301,31,         491,51,         151,16,         964,85,     491.0,          33.1,         593
Norton,02180000,SCI,         135,48,          15,5,         120,43,         121,43,          24,9,         280,76,     498.6,,
Norwell,02190000,ELA,         682,67,         151,15,         531,52,         294,29,          42,4,"       1,018",99,     508.8,          42.9,         653
Norwell,02190000,MATH,         583,57,          69,7,         514,51,         385,38,          48,5,"       1,016",99,     502.5,          38.5,         650
Norwell,02190000,SCI,         235,68,          46,13,         189,54,         103,30,          10,3,         348,99,     507.4,,
Norwood,02200000,ELA,         652,44,          88,6,         564,38,         609,41,         234,16,"       1,495",98,     495.3,          30.8,         859
Norwood,02200000,MATH,         532,36,          58,4,         474,32,         663,44,         299,20,"       1,494",98,     491.0,          27.2,         852
Norwood,02200000,SCI,         179,40,          27,6,         152,34,         196,44,          74,16,         449,97,     493.5,,
Oak Bluffs,02210000,ELA,         137,49,          17,6,         120,43,         119,42,          25,9,         281,100,     499.7,          37.3,         172
Oak Bluffs,02210000,MATH,         117,41,          12,4,         105,37,         130,46,          38,13,         285,100,     494.2,          39.7,         172
Oak Bluffs,02210000,SCI,          54,52,           8,8,          46,44,          41,39,           9,9,         104,100,     501.1,,
Old Rochester,07400000,ELA,         200,48,          40,10,         160,39,         171,41,          43,10,         414,99,     500.5,          34.3,         381
Old Rochester,07400000,MATH,         145,35,          14,3,         131,32,         230,56,          39,9,         414,99,     494.0,          21.1,         380
Old Rochester,07400000,SCI,         101,55,          22,12,          79,43,          76,41,           7,4,         184,99,     504.6,,
Old Sturbridge Academy Charter Public School (District),35150000,ELA,          76,48,          17,11,          59,37,          61,38,          23,14,         160,100,     498.4,          38.2,          78
Old Sturbridge Academy Charter Public School (District),35150000,MATH,          42,26,           3,2,          39,24,          91,57,          27,17,         160,100,     488.9,          32.6,          78
Old Sturbridge Academy Charter Public School (District),35150000,SCI,          11,28,           2,5,           9,23,          22,55,           7,18,          40,100,     490.5,,
Orange,02230000,ELA,          68,25,           2,1,          66,24,         125,46,          78,29,         271,99,     484.6,          33.3,         119
Orange,02230000,MATH,          30,11,           0,0,          30,11,         125,47,         113,42,         268,98,     474.6,          24.1,         120
Orange,02230000,SCI,          13,19,           1,1,          12,18,          30,45,          24,36,          67,100,     480.2,,
Orleans,02240000,ELA,          77,75,          16,16,          61,60,          22,22,           3,3,         102,99,     512.4,          55.9,          35
Orleans,02240000,MATH,          53,51,           8,8,          45,44,          42,41,           8,8,         103,100,     500.1,          53.1,          35
Orleans,02240000,SCI,          27,71,           5,13,          22,58,           8,21,           3,8,          38,100,     507.0,,
Oxford,02260000,ELA,         283,39,          18,2,         265,37,         327,45,         116,16,         726,96,     492.1,          30.6,         462
Oxford,02260000,MATH,         182,25,          14,2,         168,23,         379,52,         165,23,         726,96,     485.8,          30.4,         461
Oxford,02260000,SCI,          71,30,           5,2,          66,28,         125,53,          42,18,         238,91,     489.4,,
Palmer,02270000,ELA,         199,33,          23,4,         176,29,         284,47,         119,20,         602,97,     490.2,          32.1,         351
Palmer,02270000,MATH,         128,21,           7,1,         121,20,         290,48,         188,31,         606,98,     481.9,          34.0,         355
Palmer,02270000,SCI,          40,27,           5,3,          35,24,          58,40,          48,33,         146,94,     484.1,,
Peabody,02290000,ELA,"       1,007",37,         102,4,         905,33,"       1,230",45,         478,18,"       2,715",98,     491.9,          33.4,"       1,674"
Peabody,02290000,MATH,         730,27,          56,2,         674,25,"       1,391",51,         601,22,"       2,722",98,     486.3,          31.9,"       1,684"
Peabody,02290000,SCI,         300,37,          25,3,         275,34,         374,46,         146,18,         820,98,     491.7,,
Pelham,02300000,ELA,          26,55,           7,15,          19,40,          18,38,           3,6,          47,82,     504.2,          32.2,          24
Pelham,02300000,MATH,          22,49,           3,7,          19,42,          16,36,           7,16,          45,79,     495.6,          33.4,          23
Pelham,02300000,SCI,           5,42,           0,0,           5,42,           5,42,           2,17,          12,100,     492.4,,
Pembroke,02310000,ELA,         652,54,         100,8,         552,46,         465,39,          88,7,"       1,205",98,     501.5,          33.3,         807
Pembroke,02310000,MATH,         589,49,          65,5,         524,43,         511,42,         105,9,"       1,205",98,     499.2,          35.5,         806
Pembroke,02310000,SCI,         217,52,          30,7,         187,45,         166,40,          35,8,         418,97,     501.1,,
Pentucket,07450000,ELA,         483,48,          54,5,         429,43,         409,41,         105,11,         997,99,     498.3,          35.5,         654
Pentucket,07450000,MATH,         378,38,          33,3,         345,35,         498,50,         122,12,         998,99,     494.1,          38.3,         654
Pentucket,07450000,SCI,         156,44,          25,7,         131,37,         161,45,          37,10,         354,98,     497.3,,
Petersham,02340000,ELA,          29,48,           4,7,          25,41,          24,39,           8,13,          61,94,     499.1,          50.4,          32
Petersham,02340000,MATH,          12,20,           3,5,           9,15,          39,64,          10,16,          61,94,     487.7,          45.2,          32
Petersham,02340000,SCI,           9,56,           2,13,           7,44,           7,44,           0,0,          16,100,     506.6,,
Pioneer Charter School of Science (District),04940000,ELA,         213,56,          37,10,         176,47,         138,37,          26,7,         377,99,     502.9,          38.9,         242
Pioneer Charter School of Science (District),04940000,MATH,         178,47,          34,9,         144,38,         165,44,          33,9,         376,99,     499.4,          36.8,         242
Pioneer Charter School of Science (District),04940000,SCI,          57,53,          13,12,          44,41,          38,36,          12,11,         107,99,     501.4,,
Pioneer Charter School of Science II (District),35060000,ELA,          77,60,          13,10,          64,50,          32,25,          19,15,         128,100,     502.0,          46.8,         102
Pioneer Charter School of Science II (District),35060000,MATH,          66,52,           9,7,          57,45,          46,36,          16,13,         128,100,     500.2,          45.1,         102
Pioneer Charter School of Science II (District),35060000,SCI,          11,33,           1,3,          10,30,          19,58,           3,9,          33,100,     492.8,,
Pioneer Valley,07500000,ELA,         130,42,          13,4,         117,38,         132,43,          44,14,         306,95,     493.9,          36.9,         186
Pioneer Valley,07500000,MATH,          62,20,           2,1,          60,20,         163,54,          79,26,         304,94,     482.0,          26.9,         184
Pioneer Valley,07500000,SCI,          43,43,           6,6,          37,37,          47,47,           9,9,          99,97,     498.8,,
Pioneer Valley Chinese Immersion Charter (District),04970000,ELA,         188,64,          31,11,         157,54,          85,29,          20,7,         293,96,     505.8,          43.1,         185
Pioneer Valley Chinese Immersion Charter (District),04970000,MATH,         124,42,          26,9,          98,33,         126,43,          43,15,         293,96,     496.2,          40.9,         185
Pioneer Valley Chinese Immersion Charter (District),04970000,SCI,          52,57,          13,14,          39,43,          34,37,           5,5,          91,95,     504.8,,
Pioneer Valley Performing Arts Charter Public (District),04790000,ELA,          54,44,           4,3,          50,40,          58,47,          12,10,         124,88,     496.1,          32.3,          93
Pioneer Valley Performing Arts Charter Public (District),04790000,MATH,          22,18,           1,1,          21,17,          75,60,          28,22,         125,89,     484.1,          17.6,          95
Pioneer Valley Performing Arts Charter Public (District),04790000,SCI,          17,36,           0,0,          17,36,          24,51,           6,13,          47,94,     492.7,,
Pittsfield,02360000,ELA,         701,33,          58,3,         643,30,         964,45,         474,22,"       2,139",95,     489.2,          29.3,"       1,208"
Pittsfield,02360000,MATH,         372,18,          21,1,         351,17,"       1,051",49,         701,33,"       2,124",95,     480.4,          21.9,"       1,199"
Pittsfield,02360000,SCI,         172,27,          12,2,         160,25,         315,49,         155,24,         642,95,     486.4,,
Plainville,02380000,ELA,         213,61,          51,15,         162,46,         106,30,          30,9,         349,99,     505.7,          40.5,         164
Plainville,02380000,MATH,         152,44,          26,7,         126,36,         167,48,          30,9,         349,99,     497.6,          41.4,         164
Plainville,02380000,SCI,          39,42,           5,5,          34,37,          37,40,          16,17,          92,100,     496.4,,
Plymouth,02390000,ELA,"       1,570",51,         310,10,"       1,260",41,"       1,129",36,         395,13,"       3,094",97,     499.9,          40.6,"       1,914"
Plymouth,02390000,MATH,"       1,025",33,          90,3,         935,30,"       1,564",51,         495,16,"       3,084",97,     491.0,          30.7,"       1,900"
Plymouth,02390000,SCI,         378,37,          43,4,         335,33,         482,48,         152,15,"       1,012",98,     493.3,,
Plympton,02400000,ELA,          73,66,          13,12,          60,54,          33,30,           5,5,         111,97,     507.0,          37.2,          57
Plympton,02400000,MATH,          45,41,           5,5,          40,36,          54,49,          12,11,         111,97,     495.6,          26.9,          57
Plympton,02400000,SCI,          25,64,           2,5,          23,59,          12,31,           2,5,          39,100,     503.2,,
Prospect Hill Academy Charter (District),04870000,ELA,         188,37,          17,3,         171,34,         235,46,          86,17,         509,93,     491.7,          32.6,         305
Prospect Hill Academy Charter (District),04870000,MATH,          85,17,           8,2,          77,15,         272,53,         155,30,         512,93,     480.4,          19.9,         308
Prospect Hill Academy Charter (District),04870000,SCI,          17,16,           0,0,          17,16,          57,53,          33,31,         107,82,     479.3,,
Provincetown,02420000,ELA,          36,42,           8,9,          28,33,          43,51,           6,7,          85,100,     496.8,          35.4,          49
Provincetown,02420000,MATH,          16,19,           2,2,          14,16,          42,49,          27,32,          85,100,     481.2,          22.8,          50
Provincetown,02420000,SCI,           7,29,           2,8,           5,21,          17,71,           0,0,          24,100,     493.1,,
Quabbin,07530000,ELA,         416,43,          64,7,         352,37,         401,42,         144,15,         961,98,     495.6,          33.7,         600
Quabbin,07530000,MATH,         357,37,          26,3,         331,34,         465,48,         145,15,         967,98,     491.9,          33.6,         604
Quabbin,07530000,SCI,         121,42,          11,4,         110,38,         139,48,          31,11,         291,97,     494.7,,
Quaboag Regional,07780000,ELA,         252,47,          36,7,         216,40,         217,41,          65,12,         534,98,     497.8,          43.9,         344
Quaboag Regional,07780000,MATH,         148,28,           6,1,         142,27,         294,55,          90,17,         532,97,     488.3,          28.5,         340
Quaboag Regional,07780000,SCI,          60,36,          10,6,          50,30,          79,47,          28,17,         167,97,     491.7,,
Quincy,02430000,ELA,"       1,957",47,         375,9,"       1,582",38,"       1,557",38,         612,15,"       4,126",99,     498.3,          31.7,"       2,385"
Quincy,02430000,MATH,"       1,485",36,         266,6,"       1,219",30,"       1,814",44,         829,20,"       4,128",99,     492.1,          30.2,"       2,389"
Quincy,02430000,SCI,         469,43,          98,9,         371,34,         446,41,         180,16,"       1,095",97,     496.7,,
Ralph C Mahar,07550000,ELA,          69,28,           2,1,          67,27,         113,46,          65,26,         247,96,     486.4,          38.5,         225
Ralph C Mahar,07550000,MATH,          49,20,           1,0,          48,19,         128,52,          70,28,         247,96,     481.1,          34.0,         224
Ralph C Mahar,07550000,SCI,          39,45,           3,3,          36,41,          35,40,          13,15,          87,95,     494.4,,
Randolph,02440000,ELA,         432,33,          56,4,         376,29,         599,46,         271,21,"       1,302",97,     490.5,          37.7,         731
Randolph,02440000,MATH,         311,24,          27,2,         284,22,         609,47,         379,29,"       1,299",97,     483.6,          30.8,         732
Randolph,02440000,SCI,         122,33,          12,3,         110,30,         171,47,          74,20,         367,96,     489.9,,
Reading,02460000,ELA,"       1,119",64,         241,14,         878,50,         517,30,         103,6,"       1,739",98,     506.9,          41.9,"       1,138"
Reading,02460000,MATH,         853,49,         126,7,         727,42,         705,40,         184,11,"       1,742",98,     498.4,          32.4,"       1,141"
Reading,02460000,SCI,         350,60,          84,14,         266,46,         188,32,          44,8,         582,96,     504.9,,
Revere,02480000,ELA,"       1,177",35,         135,4,"       1,042",31,"       1,504",44,         716,21,"       3,397",99,     490.2,          29.7,"       2,034"
Revere,02480000,MATH,         583,17,          23,1,         560,16,"       1,720",51,"       1,091",32,"       3,394",99,     480.0,          18.2,"       2,031"
Revere,02480000,SCI,         256,27,          21,2,         235,25,         426,46,         252,27,         934,98,     486.0,,
Richmond,02490000,ELA,          54,61,           7,8,          47,53,          29,33,           5,6,          88,91,     502.0,          42.6,          56
Richmond,02490000,MATH,          31,35,           2,2,          29,33,          46,52,          11,13,          88,91,     493.0,          37.5,          56
Richmond,02490000,SCI,          19,61,           3,10,          16,52,          10,32,           2,6,          31,91,     504.5,,
Rising Tide Charter Public (District),04830000,ELA,         203,59,          32,9,         171,49,         112,32,          32,9,         347,97,     502.6,          41.5,         300
Rising Tide Charter Public (District),04830000,MATH,         127,36,          10,3,         117,34,         189,54,          32,9,         348,98,     494.1,          29.2,         300
Rising Tide Charter Public (District),04830000,SCI,          96,57,          16,9,          80,47,          61,36,          12,7,         169,98,     502.6,,
River Valley Charter (District),04820000,ELA,         120,63,          18,10,         102,54,          57,30,          12,6,         189,99,     504.7,          48.8,         112
River Valley Charter (District),04820000,MATH,          75,40,           5,3,          70,37,          92,49,          22,12,         189,99,     494.5,          52.7,         112
River Valley Charter (District),04820000,SCI,          31,54,           5,9,          26,46,          23,40,           3,5,          57,98,     501.2,,
Rochester,02500000,ELA,         164,56,          25,9,         139,47,         106,36,          23,8,         293,100,     501.4,          40.3,         143
Rochester,02500000,MATH,         129,44,          14,5,         115,39,         143,49,          21,7,         293,100,     497.8,          49.6,         143
Rochester,02500000,SCI,          51,60,          13,15,          38,45,          31,36,           3,4,          85,100,     506.9,,
Rockland,02510000,ELA,         489,45,          75,7,         414,38,         424,39,         182,17,"       1,095",99,     495.6,          36.5,         677
Rockland,02510000,MATH,         324,30,          20,2,         304,28,         542,50,         225,21,"       1,091",99,     487.8,          27.3,         671
Rockland,02510000,SCI,         129,37,          21,6,         108,31,         151,43,          68,20,         348,97,     491.8,,
Rockport,02520000,ELA,         179,48,          16,4,         163,44,         160,43,          31,8,         370,97,     498.7,          37.0,         238
Rockport,02520000,MATH,         106,29,          12,3,          94,25,         189,51,          74,20,         369,97,     489.4,          31.1,         237
Rockport,02520000,SCI,          51,40,          12,9,          39,30,          63,49,          15,12,         129,98,     498.2,,
Rowe,02530000,ELA,          18,51,           0,0,          18,51,          11,31,           6,17,          35,88,     492.1,,          13
Rowe,02530000,MATH,           6,17,           0,0,           6,17,          18,51,          11,31,          35,88,     479.7,,          13
Roxbury Preparatory Charter (District),04840000,ELA,         226,25,          24,3,         202,22,         421,46,         275,30,         922,98,     483.6,          30.9,         770
Roxbury Preparatory Charter (District),04840000,MATH,          86,9,           4,0,          82,9,         539,58,         302,33,         927,98,     477.6,          21.8,         776
Roxbury Preparatory Charter (District),04840000,SCI,          48,18,           3,1,          45,16,         136,50,          90,33,         274,98,     480.2,,
Salem,02580000,ELA,         547,34,          60,4,         487,31,         697,44,         350,22,"       1,594",88,     489.6,          32.2,         876
Salem,02580000,MATH,         262,16,          20,1,         242,15,         774,49,         556,35,"       1,592",88,     478.8,          24.8,         868
Salem,02580000,SCI,         141,30,          14,3,         127,27,         218,46,         117,25,         476,85,     486.9,,
Salem Academy Charter (District),04850000,ELA,         104,48,          14,7,          90,42,          80,37,          31,14,         215,100,     497.4,          39.0,         206
Salem Academy Charter (District),04850000,MATH,          68,32,           8,4,          60,28,         116,54,          31,14,         215,100,     491.7,          37.7,         206
Salem Academy Charter (District),04850000,SCI,          33,62,           7,13,          26,49,          15,28,           5,9,          53,100,     504.2,,
Sandwich,02610000,ELA,         571,50,          98,9,         473,41,         452,40,         121,11,"       1,144",98,     499.6,          40.0,         719
Sandwich,02610000,MATH,         432,38,          36,3,         396,35,         575,50,         135,12,"       1,142",98,     493.6,          34.6,         723
Sandwich,02610000,SCI,         198,50,          38,10,         160,41,         152,39,          44,11,         394,97,     500.4,,
Saugus,02620000,ELA,         527,43,          68,6,         459,38,         528,43,         166,14,"       1,221",99,     495.3,          32.2,         726
Saugus,02620000,MATH,         314,26,          27,2,         287,24,         650,53,         252,21,"       1,216",99,     487.0,          24.0,         723
Saugus,02620000,SCI,         140,38,          16,4,         124,34,         172,47,          56,15,         368,98,     493.4,,
Savoy,02630000,ELA,           9,31,           1,3,           8,28,          17,59,           3,10,          29,100,     491.6,,          13
Savoy,02630000,MATH,           8,28,           0,0,           8,28,          17,59,           4,14,          29,100,     486.6,,          13
Scituate,02640000,ELA,         789,64,         160,13,         629,51,         372,30,          66,5,"       1,227",98,     507.3,          35.8,         790
Scituate,02640000,MATH,         712,58,          92,7,         620,51,         426,35,          89,7,"       1,227",98,     503.2,          37.9,         789
Scituate,02640000,SCI,         269,64,          49,12,         220,52,         127,30,          24,6,         420,98,     506.4,,
Seekonk,02650000,ELA,         586,61,         102,11,         484,50,         299,31,          75,8,         960,99,     504.4,          44.1,         572
Seekonk,02650000,MATH,         441,46,          42,4,         399,42,         415,43,         102,11,         958,99,     496.7,          33.8,         571
Seekonk,02650000,SCI,         190,58,          28,9,         162,49,         106,32,          33,10,         329,99,     502.0,,
Sharon,02660000,ELA,"       1,119",70,         257,16,         862,54,         417,26,          67,4,"       1,603",97,     510.1,          38.8,"       1,022"
Sharon,02660000,MATH,"       1,009",63,         267,17,         742,46,         478,30,         112,7,"       1,599",97,     507.8,          36.5,"       1,020"
Sharon,02660000,SCI,         282,60,          78,17,         204,44,         153,33,          32,7,         467,96,     505.8,,
Sherborn,02690000,ELA,         133,69,          26,14,         107,56,          52,27,           7,4,         192,98,     508.8,          42.4,          59
Sherborn,02690000,MATH,         123,64,          15,8,         108,56,          62,32,           7,4,         192,98,     505.1,          52.8,          59
Sherborn,02690000,SCI,          38,59,           5,8,          33,52,          24,38,           2,3,          64,98,     505.2,,
Shrewsbury,02710000,ELA,"       1,861",65,         415,15,"       1,446",51,         786,28,         196,7,"       2,843",99,     507.7,          35.5,"       1,763"
Shrewsbury,02710000,MATH,"       1,692",60,         385,14,"       1,307",46,         923,32,         228,8,"       2,843",99,     505.3,          34.5,"       1,762"
Shrewsbury,02710000,SCI,         495,60,         121,15,         374,45,         278,34,          54,7,         827,99,     506.1,,
Shutesbury,02720000,ELA,          38,62,           6,10,          32,52,          14,23,           9,15,          61,95,     501.9,          39.8,          33
Shutesbury,02720000,MATH,          21,34,           3,5,          18,30,          24,39,          16,26,          61,95,     488.0,          39.1,          33
Shutesbury,02720000,SCI,           8,62,           1,8,           7,54,           4,31,           1,8,          13,100,     506.3,,
Silver Lake,07600000,ELA,         222,44,          15,3,         207,41,         210,41,          75,15,         507,98,     494.3,          32.7,         486
Silver Lake,07600000,MATH,         203,40,          16,3,         187,37,         250,49,          54,11,         507,98,     494.4,          31.5,         485
Silver Lake,07600000,SCI,          99,44,          11,5,          88,39,         104,46,          24,11,         227,98,     496.4,,
Sizer School: A North Central Charter Essential (District),04740000,ELA,          45,33,           8,6,          37,27,          62,46,          28,21,         135,94,     490.7,          33.9,         106
Sizer School: A North Central Charter Essential (District),04740000,MATH,          14,10,           0,0,          14,10,          75,55,          47,35,         136,94,     476.8,          21.4,         108
Sizer School: A North Central Charter Essential (District),04740000,SCI,          15,36,           3,7,          12,29,          20,48,           7,17,          42,88,     493.5,,
Somerset,02730000,ELA,         558,50,          61,5,         497,44,         448,40,         112,10,"       1,118",97,     498.6,          36.3,         710
Somerset,02730000,MATH,         337,30,          18,2,         319,29,         614,55,         167,15,"       1,118",97,     490.2,          31.8,         709
Somerset,02730000,SCI,         137,43,          12,4,         125,40,         150,47,          29,9,         316,94,     496.7,,
Somerville,02740000,ELA,         781,41,         165,9,         616,33,         722,38,         387,20,"       1,890",94,     493.6,          33.9,"       1,116"
Somerville,02740000,MATH,         446,24,          50,3,         396,21,         792,42,         643,34,"       1,881",93,     481.9,          21.9,"       1,113"
Somerville,02740000,SCI,         202,34,          36,6,         166,28,         244,41,         148,25,         594,90,     489.7,,
South Hadley,02780000,ELA,         319,42,          35,5,         284,38,         293,39,         141,19,         753,91,     493.4,          32.3,         432
South Hadley,02780000,MATH,         185,25,          23,3,         162,22,         367,49,         201,27,         753,91,     484.8,          23.0,         433
South Hadley,02780000,SCI,          95,42,          14,6,          81,36,          95,42,          35,16,         225,85,     495.0,,
South Shore Charter Public (District),04880000,ELA,         231,49,          28,6,         203,43,         195,41,          46,10,         472,97,     498.5,          39.1,         295
South Shore Charter Public (District),04880000,MATH,         101,21,          11,2,          90,19,         283,60,          86,18,         470,97,     486.1,          31.9,         295
South Shore Charter Public (District),04880000,SCI,          59,45,           6,5,          53,40,          51,39,          21,16,         131,98,     495.8,,
Southampton,02750000,ELA,         126,53,           9,4,         117,49,          87,36,          26,11,         239,99,     499.0,          46.9,         104
Southampton,02750000,MATH,          72,30,           8,3,          64,27,         124,52,          44,18,         240,99,     489.1,          51.8,         104
Southampton,02750000,SCI,          43,74,           4,7,          39,67,          12,21,           3,5,          58,100,     506.6,,
Southborough,02760000,ELA,         559,73,         167,22,         392,51,         178,23,          26,3,         763,99,     513.5,          37.7,         473
Southborough,02760000,MATH,         551,72,         154,20,         397,52,         188,25,          25,3,         764,99,     512.9,          36.1,         475
Southborough,02760000,SCI,         188,74,          56,22,         132,52,          55,22,          10,4,         253,99,     514.5,,
Southbridge,02770000,ELA,         145,17,           6,1,         139,16,         378,44,         343,40,         866,98,     477.0,          28.1,         465
Southbridge,02770000,MATH,          44,5,           1,0,          43,5,         357,41,         464,54,         865,98,     469.1,          27.4,         467
Southbridge,02770000,SCI,          23,10,           0,0,          23,10,         119,51,          93,40,         235,97,     476.2,,
Southern Berkshire,07650000,ELA,          98,39,           9,4,          89,36,         115,46,          36,14,         249,94,     492.9,          34.8,         149
Southern Berkshire,07650000,MATH,          45,18,           5,2,          40,16,         138,55,          66,27,         249,94,     483.1,          20.7,         148
Southern Berkshire,07650000,SCI,          33,37,           4,4,          29,33,          44,49,          12,13,          89,95,     494.0,,
Southwick-Tolland-Granville Regional School District,07660000,ELA,         278,44,          39,6,         239,38,         280,45,          70,11,         628,94,     496.6,          40.9,         419
Southwick-Tolland-Granville Regional School District,07660000,MATH,         201,32,          15,2,         186,30,         338,54,          83,13,         622,93,     490.9,          41.0,         415
Southwick-Tolland-Granville Regional School District,07660000,SCI,          65,36,           6,3,          59,33,          98,54,          18,10,         181,90,     494.9,,
Spencer-E Brookfield,07670000,ELA,         240,35,          22,3,         218,32,         319,46,         132,19,         691,99,     490.4,          38.1,         411
Spencer-E Brookfield,07670000,MATH,          95,14,           4,1,          91,13,         399,58,         199,29,         693,99,     479.4,          27.1,         410
Spencer-E Brookfield,07670000,SCI,          57,29,           2,1,          55,28,         108,54,          35,18,         200,100,     489.7,,
Springfield,02810000,ELA,"       2,245",24,         241,3,"       2,004",21,"       4,154",44,"       3,045",32,"       9,444",92,     482.9,          23.5,"       5,188"
Springfield,02810000,MATH,"       1,075",11,          79,1,         996,10,"       4,409",46,"       4,048",42,"       9,532",92,     475.1,          23.5,"       5,275"
Springfield,02810000,SCI,         389,18,          37,2,         352,16,         991,45,         826,37,"       2,206",90,     479.5,,
Springfield International Charter (District),04410000,ELA,         223,30,          19,3,         204,27,         363,49,         159,21,         745,89,     488.6,          29.5,         457
Springfield International Charter (District),04410000,MATH,         105,14,           6,1,          99,13,         403,52,         262,34,         770,92,     477.7,          27.0,         464
Springfield International Charter (District),04410000,SCI,          41,23,           6,3,          35,20,          89,51,          45,26,         175,88,     484.9,,
Springfield Preparatory Charter School (District),35100000,ELA,          97,46,          13,6,          84,39,          90,42,          26,12,         213,100,     496.7,          30.3,         102
Springfield Preparatory Charter School (District),35100000,MATH,          48,22,           5,2,          43,20,         120,56,          46,21,         214,100,     485.8,          11.2,         102
Springfield Preparatory Charter School (District),35100000,SCI,          22,41,           1,2,          21,39,          25,46,           7,13,          54,100,     493.3,,
Stoneham,02840000,ELA,         580,55,         113,11,         467,44,         355,34,         116,11,"       1,051",99,     501.7,          34.8,         653
Stoneham,02840000,MATH,         419,40,          67,6,         352,33,         497,47,         138,13,"       1,054",99,     494.5,          29.8,         655
Stoneham,02840000,SCI,         170,52,          37,11,         133,41,         128,39,          28,9,         326,99,     501.6,,
Stoughton,02850000,ELA,         638,41,          70,5,         568,37,         697,45,         207,13,"       1,542",98,     495.3,          32.5,         967
Stoughton,02850000,MATH,         436,28,          31,2,         405,26,         815,53,         292,19,"       1,543",98,     488.1,          28.3,         968
Stoughton,02850000,SCI,         181,37,          23,5,         158,33,         212,44,          91,19,         484,97,     493.3,,
Sturbridge,02870000,ELA,         290,63,          51,11,         239,52,         143,31,          26,6,         459,98,     506.0,          45.7,         211
Sturbridge,02870000,MATH,         214,47,          22,5,         192,42,         189,41,          54,12,         457,98,     497.6,          38.7,         211
Sturbridge,02870000,SCI,          60,53,           9,8,          51,45,          44,39,          10,9,         114,98,     502.6,,
Sudbury,02880000,ELA,"       1,251",73,         330,19,         921,54,         397,23,          72,4,"       1,720",98,     512.5,          47.4,"       1,107"
Sudbury,02880000,MATH,"       1,146",67,         252,15,         894,52,         480,28,          96,6,"       1,722",98,     508.3,          40.5,"       1,108"
Sudbury,02880000,SCI,         396,67,          98,17,         298,51,         176,30,          15,3,         587,97,     509.9,,
Sunderland,02890000,ELA,          48,51,          12,13,          36,38,          32,34,          14,15,          94,91,     499.3,          39.1,          34
Sunderland,02890000,MATH,          25,27,           5,5,          20,22,          45,49,          22,24,          92,89,     487.8,          26.2,          34
Sunderland,02890000,SCI,          14,48,           0,0,          14,48,          11,38,           4,14,          29,81,     497.9,,
Sutton,02900000,ELA,         290,54,          32,6,         258,48,         201,38,          43,8,         534,89,     500.0,          37.7,         357
Sutton,02900000,MATH,         171,32,          14,3,         157,30,         295,56,          65,12,         531,88,     491.8,          30.7,         355
Sutton,02900000,SCI,          97,49,          19,10,          78,39,          89,45,          12,6,         198,87,     501.2,,
Swampscott,02910000,ELA,         498,57,          84,10,         414,48,         296,34,          76,9,         870,92,     502.9,          37.9,         563
Swampscott,02910000,MATH,         354,41,          36,4,         318,37,         405,47,         110,13,         869,92,     494.8,          30.3,         562
Swampscott,02910000,SCI,         159,52,          26,9,         133,44,         118,39,          27,9,         304,90,     500.9,,
Swansea,02920000,ELA,         491,52,          68,7,         423,45,         373,39,          84,9,         948,94,     500.2,          35.5,         590
Swansea,02920000,MATH,         344,36,          25,3,         319,34,         472,50,         128,14,         944,94,     492.4,          31.1,         585
Swansea,02920000,SCI,         163,52,          20,6,         143,46,         118,38,          31,10,         312,94,     500.3,,
TEC Connections Academy Commonwealth Virtual School District,39020000,ELA,         387,45,          48,6,         339,40,         323,38,         143,17,         853,86,     495.8,          32.0,         505
TEC Connections Academy Commonwealth Virtual School District,39020000,MATH,         287,34,          39,5,         248,29,         390,46,         174,20,         851,86,     490.1,          33.6,         504
TEC Connections Academy Commonwealth Virtual School District,39020000,SCI,          64,64,          17,17,          47,47,          25,25,          11,11,         100,62,     507.5,,
Tantasqua,07700000,ELA,         279,50,          36,6,         243,44,         224,40,          52,9,         555,96,     500.2,          39.5,         527
Tantasqua,07700000,MATH,         261,47,          34,6,         227,41,         243,44,          52,9,         556,96,     499.6,          34.4,         527
Tantasqua,07700000,SCI,         144,53,          36,13,         108,39,         114,42,          16,6,         274,96,     502.6,,
Taunton,02930000,ELA,"       1,257",34,         162,4,"       1,095",30,"       1,649",45,         791,21,"       3,697",97,     489.7,          31.8,"       2,297"
Taunton,02930000,MATH,         626,17,          35,1,         591,16,"       1,916",52,"       1,167",31,"       3,709",97,     480.2,          23.1,"       2,306"
Taunton,02930000,SCI,         246,25,          20,2,         226,23,         497,50,         248,25,         991,92,     485.1,,
Tewksbury,02950000,ELA,         836,56,         149,10,         687,46,         528,35,         136,9,"       1,500",99,     502.3,          43.6,         929
Tewksbury,02950000,MATH,         578,38,          51,3,         527,35,         713,47,         211,14,"       1,502",99,     493.0,          30.8,         928
